X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0288539744912,38.9155782034796,23054873,2023/04/09 09:08:31+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF T STREET NW,397497.84,138634.14,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 137,38.9155704132,-77.028851681,,2023/04/09 04:01:00+00,2023/04/09 07:26:00+00,334547544,
-77.0106047844277,38.9140885136914,23054948,2023/04/09 13:31:04+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF S STREET NW,399080.48,138468.43,5,5E,3,308,Cluster 21,003302 2,003302,Precinct 19,38.914080723,-77.0106024967,,2023/04/09 00:00:00+00,2023/04/09 11:00:00+00,334547545,
-76.9721635152796,38.9148261651774,23054990,2023/04/09 15:02:17+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1800 - 1899 BLOCK OF 24TH STREET NE,402414.34,138550.63,5,5C,5,503,Cluster 23,011100 3,011100,Precinct 72,38.914818373,-76.9721612395,,2023/04/04 22:00:00+00,2023/04/09 15:00:00+00,334547546,
-77.0347585546982,38.9298702833047,23055227,2023/04/10 01:57:59+00,EVENING,OTHERS,ROBBERY,3200 - 3299 BLOCK OF HIATT PLACE NW,396986.37,140220.86,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9298624904,-77.0347562585,,2023/04/10 00:35:00+00,,334547547,
-77.0219915994955,38.920484282455,23055542,2023/04/10 18:41:31+00,DAY,GUN,ROBBERY,2300 - 2349 BLOCK OF GEORGIA AVENUE NW,398093.11,139178.59,1,1E,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9204764909,-77.0219893079,,2023/04/10 17:28:00+00,2023/04/10 17:33:00+00,334547548,
-76.9799399046093,38.9015545898341,23055613,2023/04/10 20:32:15+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,401740.25,137077.2,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9015468006,-76.9799376272,,2023/04/10 19:26:00+00,2023/04/10 20:00:00+00,334547549,
-77.0275539283992,38.9667181387994,23020099,2023/02/06 20:37:35+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,6300 - 6399 BLOCK OF GEORGIA AVENUE NW,397612.3,144311.09,4,4B,4,402,Cluster 17,001901 3,001901,Precinct 59,38.9667103382,-77.0275516322,,2023/02/06 18:55:00+00,2023/02/06 20:30:00+00,334547762,
-76.9826107660084,38.9012831456165,23020324,2023/02/07 04:36:07+00,MIDNIGHT,OTHERS,THEFT/OTHER,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508.58,137047.02,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012753565,-76.9826084878,,2023/02/07 03:12:00+00,2023/02/07 03:45:00+00,334547763,
-76.9869112299224,38.8961259685686,23020642,2023/02/07 20:15:24+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF E STREET NE,401135.63,136474.47,6,6A,1,108,Cluster 25,008001 2,008001,Precinct 81,38.8961181807,-76.9869089507,,2023/02/06 19:00:00+00,2023/02/07 20:08:00+00,334547764,
-76.9923966065842,38.8292109334905,23020979,2023/02/08 10:36:08+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,800 - 899 BLOCK OF CHESAPEAKE STREET SE,400660.4,129046.36,8,8E,7,706,Cluster 39,009811 2,009811,Precinct 125,38.8292031593,-76.9923943297,,2023/02/08 08:13:00+00,2023/02/08 10:00:00+00,334547765,
-76.9955809443176,38.8775415645283,23021255,2023/02/08 20:52:10+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF L STREET SE,400383.644606309,134411.385274164,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8775337805,-76.9955786635,CAPITOL RIVERFRONT,2023/02/08 19:25:00+00,2023/02/08 19:30:00+00,334547766,
-76.9849893929489,38.8834789062304,23021659,2023/02/09 14:38:16+00,DAY,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF KENTUCKY AVENUE SE,401302.577439162,135070.573210776,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.8834711209,-76.9849871146,,2023/02/09 01:00:00+00,2023/02/09 12:30:00+00,334547767,
-77.0308686996191,38.9349400796411,23021916,2023/02/09 22:51:06+00,EVENING,OTHERS,THEFT/OTHER,3500 - 3529 BLOCK OF HOLMEAD PLACE NW,397323.84,140783.53,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 42,38.9349322856,-77.0308664043,,2023/02/08 18:45:00+00,2023/02/09 22:00:00+00,334547768,
-77.0083902161693,38.8972117280431,23023474,2023/02/12 19:00:31+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,399272.37,136594.95,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,38.8972039407,-77.0083879302,CAPITOL HILL,2023/02/12 18:15:00+00,2023/02/12 18:16:00+00,334547769,
-77.032903203793,38.957289166026,23023486,2023/02/12 19:53:58+00,DAY,OTHERS,THEFT/OTHER,1350 - 1399 BLOCK OF LONGFELLOW STREET NW,397148.34,143264.54,4,4E,4,403,Cluster 18,002001 1,002001,Precinct 53,38.9572813675,-77.0329009065,,2023/02/11 22:00:00+00,2023/02/12 05:10:00+00,334547770,
-76.9877360602206,38.8345963145751,23024320,2023/02/14 18:53:17+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1000 - 1389 BLOCK OF BARNABY TERRACE SE,401064.994622941,129644.217461741,8,8E,7,706,Cluster 39,009700 2,009700,Precinct 121,38.8345885388,-76.9877337842,,2023/02/14 08:15:00+00,2023/02/14 08:20:00+00,334547771,
-77.0229458597823,38.9148378568465,23024354,2023/02/14 20:50:37+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF 8TH STREET NW,398010.2,138551.81,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9148300665,-77.0229435682,,2023/02/09 01:00:00+00,2023/02/09 04:00:00+00,334547772,
-77.0327316731967,38.9377621435134,23024812,2023/02/15 07:02:30+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,3714 - 3813 BLOCK OF 14TH STREET NW,397162.43,141096.86,4,4C,4,404,Cluster 18,002504 2,002504,Precinct 47,38.9377543489,-77.0327293772,,2023/02/15 04:58:00+00,,334547773,
-76.9799252900536,38.927270686662,23024931,2023/02/15 15:06:56+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF RHODE ISLAND AVENUE NE,401740.89,139931.9,5,5B,5,504,Cluster 22,009301 3,009301,Precinct 70,38.9272628922,-76.9799230111,,2023/02/15 01:00:00+00,2023/02/15 11:50:00+00,334547774,
-77.0143271515773,38.9748456692839,23025800,2023/02/17 01:57:51+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2023/02/16 21:57:00+00,2023/02/16 22:01:00+00,334547775,
-77.0175551063634,38.8948182680566,23026165,2023/02/17 16:23:34+00,DAY,OTHERS,THEFT F/AUTO,300 - 498 BLOCK OF INDIANA AVENUE NW,398477.29,136329.37,6,6E,1,102,Cluster 8,005900 2,005900,Precinct 143,38.8948104816,-77.0175528177,DOWNTOWN,2023/02/17 15:18:00+00,2023/02/17 16:23:00+00,334547776,
-76.974249992521,38.8730233115521,23026686,2023/02/18 13:47:55+00,DAY,OTHERS,ROBBERY,2200 - 2299 BLOCK OF PROUT STREET SE,402234.697376027,133910.131129699,8,8A,6,607,Cluster 34,007601 1,007601,Precinct 133,38.8730155281,-76.9742477189,,2023/02/18 12:40:00+00,2023/02/18 13:04:00+00,334547777,
-77.0288546567997,38.9181194540977,23011496,2023/01/22 09:38:45+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF V STREET NW,397497.87,138916.24,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9181116633,-77.0288523632,,2023/01/22 06:30:00+00,2023/01/22 08:30:00+00,334547829,
-77.0175609289361,38.8983351332541,23011871,2023/01/23 08:39:56+00,MIDNIGHT,GUN,ROBBERY,400 - 499 BLOCK OF G STREET NW,398476.86,136719.77,6,6E,1,101,Cluster 8,005900 2,005900,Precinct 143,38.898327346,-77.01755864,DOWNTOWN,2023/01/23 05:36:00+00,2023/01/23 06:51:00+00,334547830,
-77.023969536101,38.9144656070179,23013497,2023/01/26 04:02:07+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 1827 BLOCK OF 9TH STREET NW,397921.41,138510.51,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9144578168,-77.0239672442,,2023/01/26 01:52:00+00,2023/01/26 02:31:00+00,334547831,
-77.022953991655,38.9193244553084,23013911,2023/01/26 22:07:40+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2100 - 2299 BLOCK OF 8TH STREET NW,398009.62,139049.86,1,1E,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9193166641,-77.0229516998,,2023/01/26 20:07:00+00,2023/01/26 22:00:00+00,334547832,
-76.9456222666058,38.893672237533,23056143,2023/04/11 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,4000 - 4099 BLOCK OF BENNING ROAD NE,404717.55,136203.41,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.8936644486,-76.9456200004,,2023/04/11 16:17:00+00,2023/04/11 16:24:00+00,334547929,
-76.9527724883893,38.8850931549885,23056892,2023/04/12 22:37:53+00,EVENING,OTHERS,THEFT/OTHER,230 - 499 BLOCK OF 37TH STREET SE,404097.75,135250.72,7,7F,6,603,Cluster 32,007703 3,007703,Precinct 107,38.885085368,-76.9527702205,,2023/04/12 21:44:00+00,2023/04/12 22:34:00+00,334547930,
-77.0331016729295,38.923557826022,23056997,2023/04/13 01:55:45+00,EVENING,GUN,ROBBERY,1400 - 1457 BLOCK OF EUCLID STREET NW,397129.78,139520.07,1,1B,3,304,Cluster 2,003701 1,003701,Precinct 23,38.9235500343,-77.0330993776,,2023/04/12 22:28:00+00,2023/04/13 00:36:00+00,334547931,
-77.0547081704328,38.9025373934311,23057286,2023/04/13 16:07:44+00,DAY,OTHERS,THEFT F/AUTO,2500 - 2699 BLOCK OF K STREET NW,395254.77,137187.53,2,2A,2,207,Cluster 5,005601 2,005601,Precinct 4,38.9025296068,-77.0547058697,,2023/03/31 22:00:00+00,2023/04/01 14:00:00+00,334547932,
-77.011188827179,38.9046905032102,23057347,2023/04/13 18:08:10+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF BANNER LANE NW,399029.7,137425.18,6,6E,1,102,Cluster 8,004704 1,004704,Precinct 1,38.9046827145,-77.0111865399,,2023/04/12 21:00:00+00,2023/04/13 16:00:00+00,334547933,
-77.0327321588336,38.9295246790098,23057646,2023/04/14 03:40:24+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2023/04/14 00:21:00+00,2023/04/14 01:06:00+00,334547934,
-76.9958710531458,38.852457701173,23057796,2023/04/14 08:47:41+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,2696 - 2699 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400358.597406286,131626.89170358,8,8C,7,703,Cluster 43,010400 3,010400,Precinct 119,38.8524499224,-76.9958687737,,2023/04/14 06:11:00+00,,334547935,
-77.0265166246871,38.8983230839497,23057800,2023/04/14 11:30:59+00,DAY,GUN,ROBBERY,1000 - 1099 BLOCK OF G STREET NW,397699.99,136718.62,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8983152971,-77.026514333,DOWNTOWN,2023/04/14 07:32:00+00,2023/04/14 09:24:00+00,334547936,
-77.0239575879362,38.9169979424866,23057853,2023/04/14 13:13:58+00,DAY,OTHERS,THEFT/OTHER,9TH STREET NW AND U STREET NW,397922.51999603,138791.61999823,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9169901517,-77.0239552959,,2023/04/14 10:00:00+00,2023/04/14 13:04:00+00,334547937,
-77.0441489691382,38.9093726239182,23058114,2023/04/14 21:20:18+00,EVENING,OTHERS,THEFT F/AUTO,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2023/04/12 21:00:00+00,2023/04/12 23:30:00+00,334547938,
-77.0580828364515,38.9348320736476,23058173,2023/04/14 23:33:53+00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2023/04/14 21:49:00+00,2023/04/14 22:36:00+00,334547939,
-76.972773708393,38.8456673561093,23058175,2023/04/15 01:31:18+00,EVENING,OTHERS,THEFT/OTHER,3400 - 3799 BLOCK OF 22ND STREET SE,402363.71,130873.46,8,8E,7,704,Cluster 38,007409 2,007409,Precinct 116,38.8456595779,-76.9727714366,,2023/04/14 22:23:00+00,2023/04/14 22:46:00+00,334547940,
-76.9902447835603,38.8825534623579,23058361,2023/04/15 09:17:11+00,MIDNIGHT,GUN,ROBBERY,500 - 503 BLOCK OF 12TH STREET SE,400846.61,134967.78,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.8825456773,-76.9902425041,,2023/04/15 04:17:00+00,2023/04/15 04:30:00+00,334547941,
-76.9427962389847,38.8865157134536,23059566,2023/04/17 16:34:48+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4310 - 4469 BLOCK OF C STREET SE,404963.21,135409.13,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,38.8865079258,-76.9427939741,,2023/04/17 12:04:00+00,2023/04/17 12:59:00+00,334547942,
-76.9949655895046,38.926508667144,23059928,2023/04/18 00:12:59+00,EVENING,OTHERS,ROBBERY,2700 - 2999 BLOCK OF 8TH STREET NE,400436.74,139847.13,5,5F,5,502,Cluster 21,009201 1,009201,Precinct 74,38.9265008734,-76.9949633059,,2023/04/17 21:24:00+00,2023/04/17 23:06:00+00,334547943,
-77.0399212713855,38.9118744108219,23060215,2023/04/18 19:20:33+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1700 - 1789 BLOCK OF CORCORAN STREET NW,396537.85,138223.35,2,2B,3,301,Cluster 6,005302 3,005302,Precinct 15,38.9118666217,-77.0399189747,,2023/04/18 11:03:00+00,2023/04/18 13:55:00+00,334547944,
-76.9831442637315,38.9004628325411,23060364,2023/04/18 17:57:13+00,DAY,OTHERS,MOTOR VEHICLE THEFT,800 - 811 BLOCK OF BLADENSBURG ROAD NE,401462.32,136955.95,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9004550436,-76.9831419854,,2023/04/17 20:15:00+00,2023/04/18 17:00:00+00,334547945,
-77.024492033159,38.9240076613001,23010754,2023/01/21 05:34:15+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,EUCLID STREET NW AND 9TH STREET NW,397876.37999598,139569.77001495,1,1E,3,304,Cluster 2,003500 2,003500,Precinct 37,38.9239998693,-77.0244897406,,2023/01/20 22:35:00+00,2023/01/21 00:04:00+00,334548108,
-77.0307884077483,38.9170078728893,23010849,2023/01/23 23:16:27+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9170000824,-77.0307861136,,2023/01/21 03:36:00+00,2023/01/21 03:37:00+00,334548109,
-77.0296270138641,38.9031373046748,23010955,2023/01/21 08:58:09+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF 13TH STREET NW,397430.35,137253.12,2,2C,2,209,Cluster 8,010100 3,010100,Precinct 129,38.903129517,-77.0296247209,DOWNTOWN,2023/01/21 07:08:00+00,2023/01/21 07:55:00+00,334548110,
-76.9883096641306,38.8821564192795,23011217,2023/01/21 23:13:48+00,EVENING,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 13TH STREET SE,401014.516414894,134923.72492264,6,6B,1,106,Cluster 26,006900 2,006900,Precinct 91,38.8821486345,-76.9883073852,,2023/01/20 19:00:00+00,2023/01/20 21:00:00+00,334548111,
-77.0264540134456,38.9303000827244,23011282,2023/01/22 02:06:12+00,EVENING,OTHERS,THEFT F/AUTO,3200 - 3299 BLOCK OF SHERMAN AVENUE NW,397706.45,140268.33,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,38.9302922894,-77.0264517198,,2023/01/21 04:00:00+00,2023/01/21 15:00:00+00,334548112,
-76.9759571090517,38.9130299339449,23012553,2023/01/24 13:46:38+00,DAY,OTHERS,BURGLARY,1700 - 1758 BLOCK OF BLADENSBURG ROAD NE,402085.39,138351.14,5,5C,5,506,Cluster 23,008804 2,008804,Precinct 76,38.9130221422,-76.9759548322,,2023/01/24 07:30:00+00,2023/01/24 13:09:00+00,334548113,
-76.9720356233893,38.8638983277399,23012730,2023/01/24 21:25:12+00,EVENING,GUN,ROBBERY,2300 - 2399 BLOCK OF ALTAMONT PLACE SE,402427.163200205,132897.247096759,8,8A,6,606,Cluster 35,007605 4,007605,Precinct 134,38.8638905458,-76.9720333508,,2023/01/24 18:25:00+00,2023/01/24 21:01:00+00,334548114,
-76.9244712823991,38.8983544683063,23013221,2023/01/25 18:12:32+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5200 - 5355 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,406552,136724.48,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,38.8983466776,-76.9244690225,,2023/01/25 00:00:00+00,2023/01/25 14:00:00+00,334548115,
-77.022954445862,38.902107799977,23013867,2023/01/27 01:06:03+00,EVENING,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF K STREET NW,398009.1,137138.67,2,2G,1,101,Cluster 8,005802 5,005802,Precinct 129,38.9021000122,-77.022952155,DOWNTOWN,2023/01/26 17:56:00+00,2023/01/26 20:40:00+00,334548116,
-77.0083211033583,38.8314727299022,23014357,2023/01/27 16:01:40+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF ATLANTIC STREET SW,399277.7,129297.44,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8314649558,-77.0083188214,,2023/01/23 15:00:00+00,2023/01/27 13:00:00+00,334548117,
-76.933857979745,38.9082171044192,23014627,2023/01/28 02:09:15+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,48TH STREET NE AND MINNESOTA AVENUE NE,405736.94998728,137818.67999733,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9082093121,-76.9338557165,,2023/01/28 00:25:00+00,2023/01/28 01:00:00+00,334548118,
-76.9829357145277,38.8876009010978,23014851,2023/01/28 09:52:33+00,MIDNIGHT,GUN,ROBBERY,1500 - 1599 BLOCK OF INDEPENDENCE AVENUE SE,401480.677087327,135528.177723201,7,7D,1,107,Cluster 26,006801 2,006801,Precinct 87,38.887593115,-76.9829334372,,2023/01/28 08:52:00+00,2023/01/28 08:55:00+00,334548119,
-77.0018615739068,38.8435175874136,23014934,2023/01/28 16:47:12+00,DAY,OTHERS,MOTOR VEHICLE THEFT,WACLARK PLACE SE AND BROTHERS PLACE SE,399838.5900138,130634.47000666,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.8435098107,-77.0018592931,,2023/01/28 14:32:00+00,,334548120,
-77.0249948596487,38.9833039496681,23015044,2023/01/28 18:42:08+00,DAY,OTHERS,THEFT F/AUTO,7700 - 7799 BLOCK OF EASTERN AVENUE NW,397834.58,146152.21,4,4B,4,401,Cluster 17,010300 2,010300,Precinct 63,38.9832961456,-77.0249925632,,2023/01/28 01:00:00+00,2023/01/28 17:00:00+00,334548121,
-77.0296940032236,38.9632479972834,23015345,2023/01/29 05:37:02+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,6000 - 6059 BLOCK OF 13TH STREET NW,397426.71,143925.93,4,4A,4,402,Cluster 17,001804 3,001804,Precinct 60,38.9632401974,-77.0296917066,,2023/01/28 19:00:00+00,2023/01/29 04:00:00+00,334548122,
-77.031852124457,38.9208512619206,23016375,2023/01/31 03:11:14+00,EVENING,OTHERS,THEFT/OTHER,2303 - 2418 BLOCK OF 14TH STREET NW,397238.03,139219.58,1,1B,3,304,Cluster 2,003701 2,003701,Precinct 23,38.9208434707,-77.0318498297,,2023/01/31 00:26:00+00,2023/01/31 01:56:00+00,334548123,
-77.0005737740544,38.90469283943,23016642,2023/01/31 18:38:44+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 4TH STREET NE,399950.43,137425.38,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9046850503,-77.0005714901,,2023/01/31 00:00:00+00,2023/01/31 13:00:00+00,334548124,
-76.969622505713,38.9208126496058,23017526,2023/02/02 00:55:50+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 2399 BLOCK OF BLADENSBURG ROAD NE,402634.49,139215.25,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9208048561,-76.9696202304,,2023/01/31 05:00:00+00,2023/01/31 05:00:00+00,334548125,
-77.0129455515176,38.9443871944456,23017806,2023/02/02 15:04:16+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 199 BLOCK OF WEBSTER STREET NW,398877.95,141831.87,4,4C,4,407,Cluster 18,002301 2,002301,Precinct 46,38.9443793978,-77.0129432612,,2023/02/02 01:50:00+00,2023/02/02 13:26:00+00,334548126,
-77.0239996350904,38.9343505672024,23018731,2023/02/04 02:12:22+00,EVENING,OTHERS,THEFT/OTHER,3553 - 3610 BLOCK OF GEORGIA AVENUE NW,397919.38,140717.91,1,1E,4,409,Cluster 2,003200 2,003200,Precinct 43,38.934342773,-77.023997342,,2023/02/04 01:03:00+00,2023/02/04 02:00:00+00,334548127,
-77.0229450131968,38.9161487499584,23019810,2023/02/06 07:25:06+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF 8TH STREET NW,398010.31,138697.33,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9161409594,-77.0229427215,,2023/02/04 03:35:00+00,2023/02/04 07:35:00+00,334548128,
-76.988507501681,38.8435745106481,23027274,2023/02/19 23:36:04+00,EVENING,OTHERS,SEX ABUSE,3227 - 3299 BLOCK OF 13TH STREET SE,400997.89,130640.85,8,8C,7,705,Cluster 38,007304 3,007304,Precinct 120,38.8435667334,-76.9885052252,,2023/02/19 13:22:00+00,2023/02/19 20:53:00+00,334548154,
-77.0246367626532,38.9170041971694,23027497,2023/02/20 03:18:37+00,EVENING,OTHERS,THEFT/OTHER,900 - 931 BLOCK OF U STREET NW,397863.62,138792.33,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9169964065,-77.0246344704,,2023/02/18 18:09:00+00,2023/02/18 18:10:00+00,334548155,
-77.0249816297226,38.8998209724325,23027626,2023/02/20 09:45:41+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF H STREET NW,397833.19,136884.86,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8998131852,-77.0249793384,DOWNTOWN,2023/02/20 09:10:00+00,2023/02/20 09:15:00+00,334548156,
-77.0446887095719,38.908323847126,23027883,2023/02/20 22:48:04+00,EVENING,OTHERS,THEFT F/AUTO,1307 - 1399 BLOCK OF NEW HAMPSHIRE AVENUE NW,396124.18,137829.4,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9083160589,-77.0446864116,GOLDEN TRIANGLE,2023/02/20 21:35:00+00,2023/02/20 22:18:00+00,334548157,
-76.9716385090631,38.8464692661385,23028075,2023/02/21 06:03:33+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3400 - 3499 BLOCK OF 23RD STREET SE,402462.228864238,130962.507606964,8,8E,7,704,Cluster 38,007409 1,007409,Precinct 116,38.8464614878,-76.971636238,,2023/02/21 02:30:00+00,2023/02/21 05:10:00+00,334548158,
-76.9459200844756,38.9008779877845,23028241,2023/02/21 15:24:40+00,DAY,OTHERS,THEFT/OTHER,740 - 899 BLOCK OF KENILWORTH AVENUE NE,404691.24,137003.29,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,38.9008701974,-76.9459178177,,2023/02/21 14:40:00+00,2023/02/21 15:00:00+00,334548159,
-77.0519054257246,38.9242076033088,23029429,2023/02/23 17:19:15+00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2023/02/23 16:20:00+00,2023/02/23 16:25:00+00,334548160,
-77.0332438056735,38.917004587679,23040700,2023/03/16 00:41:04+00,EVENING,OTHERS,ROBBERY,1400 - 1499 BLOCK OF U STREET NW,397117.19,138792.61,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9169967973,-77.0332415107,,2023/03/15 23:50:00+00,,334548206,
-77.0076768793656,38.8308140751124,23040916,2023/03/16 13:48:45+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4000 - 4098 BLOCK OF SOUTH CAPITOL STREET,399333.63,129224.32,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8308063012,-77.0076745977,,2023/03/16 03:30:00+00,2023/03/16 13:47:00+00,334548207,
-76.9238765125594,38.9042216820276,23041012,2023/03/16 17:00:01+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1100 - 1103 BLOCK OF EASTERN AVENUE NE,406603.050660081,137375.830364915,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,38.9042138898,-76.9238742529,,2023/03/16 02:00:00+00,2023/03/16 16:00:00+00,334548208,
-77.0315636135832,38.9529155709523,23041181,2023/03/17 01:35:26+00,EVENING,OTHERS,ROBBERY,1300 - 1399 BLOCK OF HAMILTON STREET NW,397264.28,142778.99,4,4E,4,403,Cluster 18,002002 3,002002,Precinct 54,38.9529077733,-77.031561317,,2023/03/16 20:58:00+00,2023/03/16 22:51:00+00,334548209,
-77.0586765116304,38.9076789674837,23041494,2023/03/17 15:12:45+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2900 - 2999 BLOCK OF DUMBARTON STREET NW,394910.92,137758.5,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9076711799,-77.0586742094,,2023/03/17 13:18:00+00,2023/03/17 14:24:00+00,334548210,
-77.0058871624377,38.9051715764268,23042101,2023/03/18 14:27:17+00,DAY,OTHERS,THEFT F/AUTO,1151 - 1199 BLOCK OF 1ST STREET NE,399489.56,137478.54,6,6E,5,501,Cluster 25,010603 2,010603,Precinct 144,38.9051637874,-77.0058848768,NOMA,2023/03/17 20:00:00+00,2023/03/18 13:30:00+00,334548211,
